Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.00812E+12,458750.0,449710.0,-1.1065,53.940176,12,Severe,2,2,10/05/2008,7,38:00.0,189,E06000014,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,2,E01013357
2.00812E+12,467520.0,453740.0,-0.972031,53.975324,12,Severe,1,1,11/05/2008,1,10:00.0,189,E06000014,3,166,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.00812E+12,460420.0,448310.0,-1.08134,53.927403,12,Severe,2,1,10/05/2008,7,54:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013365
2.00812E+12,461250.0,452670.0,-1.067828,53.966488,12,Severe,1,1,12/05/2008,2,30:00.0,189,E06000014,3,1036,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01013380
2.00812E+12,457590.0,452480.0,-1.123648,53.9652,12,Severe,2,1,30/05/2008,6,30:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013338
2.00812E+12,457030.0,451410.0,-1.132382,53.955646,12,Medium,1,1,13/05/2008,3,54:00.0,189,E06000014,6,0,6,30,7,4,6,0,0,0,1,1,1,0,0,1,1,E01013442
2.00812E+12,460130.0,450640.0,-1.085298,53.948376,12,Severe,2,1,15/05/2008,5,45:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013413
2.00812E+12,462770.0,448370.0,-1.045544,53.927663,12,Minor,1,1,17/05/2008,7,50:00.0,189,E06000014,3,64,3,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013365
2.00812E+12,458720.0,453990.0,-1.106135,53.978643,12,Severe,2,1,11/05/2008,1,30:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013434
2.00812E+12,461440.0,452760.0,-1.064914,53.967274,12,Severe,2,1,19/05/2008,2,30:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013382
2.00812E+12,459540.0,455850.0,-1.09327,53.995265,12,Severe,2,1,21/05/2008,4,28:00.0,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013431
2.00812E+12,460480.0,451350.0,-1.079825,53.954716,12,Severe,1,2,19/05/2008,2,00:00.0,189,E06000014,6,0,1,30,1,4,3,19,0,0,1,1,2,0,0,1,1,E01013367
2.00812E+12,462620.0,458600.0,-1.04573,54.019615,12,Severe,2,1,22/05/2008,5,24:00.0,189,E06000014,6,0,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013436
2.00812E+12,462850.0,452650.0,-1.043446,53.966116,12,Severe,2,1,22/05/2008,5,15:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013419
2.00812E+12,459480.0,451890.0,-1.094957,53.959684,12,Severe,2,1,23/05/2008,6,45:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013391
2.00812E+12,455740.0,447490.0,-1.152753,53.920558,12,Severe,2,1,22/05/2008,5,15:00.0,189,E06000014,3,64,1,60,1,4,3,1237,0,0,1,1,1,0,0,2,2,E01013421
2.00812E+12,461060.0,451410.0,-1.070976,53.955187,12,Medium,1,1,28/05/2008,4,15:00.0,189,E06000014,6,0,6,30,9,2,6,0,0,5,1,1,1,0,0,1,1,E01013367
2.00812E+12,460460.0,452360.0,-1.07993,53.963795,12,Severe,2,1,30/05/2008,6,10:00.0,189,E06000014,3,1036,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013366
2.00812E+12,457400.0,451380.0,-1.12675,53.955336,12,Severe,1,1,31/05/2008,7,50:00.0,189,E06000014,6,0,2,30,7,4,6,0,0,0,1,1,1,0,0,1,1,E01013441
2.00812E+12,459690.0,451720.0,-1.09179,53.958133,12,Severe,1,1,02/06/2008,2,31:00.0,189,E06000014,6,0,2,30,7,4,6,0,0,1,1,1,1,0,0,1,1,E01013415
2.00812E+12,461260.0,451560.0,-1.067898,53.956511,12,Severe,1,1,02/06/2008,2,25:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01013367
2.00812E+12,457710.0,454830.0,-1.121374,53.986306,12,Severe,2,2,02/06/2008,2,40:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013432
2.00812E+12,460590.0,453220.0,-1.077778,53.971508,12,Severe,2,1,03/06/2008,3,45:00.0,189,E06000014,6,0,6,30,6,4,6,0,0,1,1,2,2,0,0,1,1,E01013343
2.00812E+12,457270.0,450800.0,-1.128839,53.950138,12,Medium,2,1,03/06/2008,3,35:00.0,189,E06000014,6,0,6,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01013445
2.00812E+12,462880.0,455690.0,-1.042363,53.993432,12,Severe,2,2,03/06/2008,3,50:00.0,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013409
2.00812E+12,459910.0,445130.0,-1.089727,53.898884,12,Severe,2,2,04/06/2008,4,20:00.0,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013450
2.00812E+12,461210.0,459340.0,-1.067099,54.026434,12,Medium,1,1,04/06/2008,4,13:00.0,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013376
2.00812E+12,460390.0,451930.0,-1.081082,53.959939,12,Severe,1,1,04/06/2008,4,00:00.0,189,E06000014,6,0,6,30,9,4,-1,-1,0,0,1,1,1,0,0,1,2,E01013367
2.00812E+12,460200.0,452400.0,-1.083885,53.964184,12,Severe,1,1,05/06/2008,5,20:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01013366
2.00812E+12,461010.0,451100.0,-1.071799,53.952407,12,Medium,2,1,05/06/2008,5,00:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013364
2.00812E+12,461090.0,451400.0,-1.070521,53.955094,12,Severe,2,2,08/06/2008,1,08:00.0,189,E06000014,3,1036,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01013367
2.00812E+12,458790.0,452380.0,-1.105378,53.964167,12,Severe,2,1,09/06/2008,2,50:00.0,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013390
2.00812E+12,460420.0,451510.0,-1.080708,53.956161,12,Severe,1,1,12/06/2008,5,05:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013367
2.00812E+12,460120.0,450910.0,-1.085397,53.950804,12,Severe,2,1,12/06/2008,5,35:00.0,189,E06000014,6,0,6,30,7,2,6,0,0,1,1,1,1,0,0,1,2,E01013418
2.00812E+12,460900.0,458100.0,-1.072078,54.015327,12,Severe,2,1,12/06/2008,5,30:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013373
2.00812E+12,457520.0,451420.0,-1.124914,53.955682,12,Severe,1,1,13/06/2008,6,35:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013441
2.00812E+12,458720.0,454920.0,-1.105956,53.987001,12,Medium,2,1,14/06/2008,7,57:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013429
2.00812E+12,460810.0,454330.0,-1.074204,53.981458,12,Severe,2,1,10/06/2008,3,15:00.0,189,E06000014,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,2,E01013404
2.00812E+12,458060.0,452220.0,-1.116534,53.962811,12,Severe,2,1,16/06/2008,2,05:00.0,189,E06000014,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01013394
2.00812E+12,465050.0,451730.0,-1.010112,53.957577,12,Severe,2,1,16/06/2008,2,57:00.0,189,E06000014,3,166,1,30,1,2,3,1079,0,0,1,1,1,0,0,2,2,E01013351
2.00812E+12,458680.0,449840.0,-1.107542,53.941353,12,Medium,2,1,17/06/2008,3,01:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013358
2.00812E+12,458450.0,451740.0,-1.110682,53.958454,12,Severe,3,1,18/06/2008,4,00:00.0,189,E06000014,3,59,6,30,7,2,6,0,0,0,4,1,1,0,0,1,1,E01013395
2.00812E+12,459470.0,454930.0,-1.094517,53.987005,12,Severe,3,1,18/06/2008,4,00:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013431
2.00812E+12,456440.0,447510.0,-1.142092,53.920662,12,Severe,2,1,20/06/2008,6,59:00.0,189,E06000014,3,64,3,70,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013421
2.00812E+12,461550.0,452810.0,-1.063227,53.96771,12,Severe,2,1,21/06/2008,7,09:00.0,189,E06000014,3,1036,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013379
2.00812E+12,460120.0,451620.0,-1.085257,53.957184,12,Severe,2,1,23/06/2008,2,40:00.0,189,E06000014,3,1036,6,30,6,2,6,0,0,4,1,1,1,0,0,1,2,E01013415
2.00812E+12,456350.0,446360.0,-1.143673,53.910337,12,Severe,2,1,23/06/2008,2,10:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01013424
2.00812E+12,460120.0,452080.0,-1.085167,53.961318,12,Severe,2,1,24/06/2008,3,18:00.0,189,E06000014,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013366
2.00812E+12,465130.0,451610.0,-1.008919,53.956489,12,Medium,2,1,24/06/2008,3,21:00.0,189,E06000014,3,1079,3,40,7,2,4,1228,0,0,1,1,1,0,0,2,1,E01013351
2.00812E+12,462050.0,447140.0,-1.056757,53.916696,12,Severe,2,1,22/06/2008,1,10:00.0,189,E06000014,3,19,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013450
2.00812E+12,457200.0,451780.0,-1.129723,53.958953,12,Severe,2,1,30/06/2008,2,15:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013336
2.00812E+12,464810.0,456680.0,-1.012718,54.002091,12,Severe,2,1,01/07/2008,3,15:00.0,189,E06000014,3,64,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013437
2.00812E+12,459600.0,451290.0,-1.093245,53.954279,12,Severe,2,1,02/07/2008,4,51:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01013416
2.00812E+12,460990.0,458210.0,-1.070683,54.016305,12,Medium,2,1,05/07/2008,7,00:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013373
2.00812E+12,458860.0,447160.0,-1.105315,53.917247,12,Severe,1,2,06/07/2008,1,19:00.0,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013340
2.00812E+12,459830.0,453700.0,-1.089269,53.97591,12,Severe,2,1,06/07/2008,1,20:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013347
2.00812E+12,460040.0,448400.0,-1.087108,53.928256,12,Severe,2,1,06/01/2008,1,19:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013340
2.00812E+12,456820.0,451000.0,-1.135658,53.951985,12,Severe,2,1,11/07/2008,6,00:00.0,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,2,2,0,0,1,1,E01013442
2.00812E+12,464160.0,454990.0,-1.022989,53.986984,12,Severe,2,1,11/07/2008,6,35:00.0,189,E06000014,3,64,3,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013437
2.00812E+12,461180.0,448440.0,-1.069741,53.928482,12,Severe,2,1,17/07/2008,5,00:00.0,189,E06000014,3,19,6,40,3,4,4,1222,0,0,1,1,1,0,0,1,2,E01013365
2.00812E+12,461520.0,452560.0,-1.063735,53.965467,12,Severe,2,1,21/07/2008,2,00:00.0,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01013383
2.00812E+12,454170.0,446760.0,-1.176785,53.914163,12,Severe,1,1,22/07/2008,3,00:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013421
2.00812E+12,467030.0,452590.0,-0.979753,53.965053,12,Severe,2,1,22/07/2008,3,05:00.0,189,E06000014,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,E01013352
2.00812E+12,465050.0,451660.0,-1.010127,53.956948,12,Severe,2,1,22/07/2008,3,00:00.0,189,E06000014,3,1079,6,40,1,2,4,1228,0,0,1,1,1,0,0,2,2,E01013351
2.00812E+12,458740.0,449710.0,-1.106653,53.940178,12,Severe,2,1,23/07/2008,4,00:00.0,189,E06000014,3,1036,6,30,3,2,6,0,0,0,1,1,1,0,0,1,2,E01013357
2.00812E+12,459710.0,451420.0,-1.091544,53.955434,12,Severe,2,1,07/01/2008,2,15:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.00812E+12,459490.0,452830.0,-1.094622,53.968131,12,Severe,1,1,07/01/2008,2,06:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013346
2.00812E+12,457940.0,449970.0,-1.118789,53.942604,12,Severe,2,1,25/07/2008,6,54:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013359
2.00812E+12,458830.0,448230.0,-1.105566,53.926867,12,Severe,2,1,07/01/2008,2,40:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013412
2.00812E+12,460010.0,451960.0,-1.086867,53.960252,12,Severe,1,1,26/07/2008,7,41:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.00812E+12,459580.0,447630.0,-1.094263,53.921389,12,Severe,2,1,26/07/2008,7,58:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013341
2.00812E+12,467550.0,453770.0,-0.971567,53.97559,12,Severe,2,1,27/07/2008,1,30:00.0,189,E06000014,3,166,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.00812E+12,460580.0,452270.0,-1.078119,53.962972,12,Severe,2,1,28/07/2008,2,45:00.0,189,E06000014,6,0,6,30,7,2,6,0,0,0,1,1,1,0,0,1,2,E01013369
2.00812E+12,461090.0,451400.0,-1.070521,53.955094,12,Severe,2,1,29/07/2008,3,00:00.0,189,E06000014,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.00812E+12,467530.0,448920.0,-0.972944,53.932008,12,Medium,1,1,29/07/2008,3,55:00.0,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013451
2.00812E+12,459750.0,452570.0,-1.09071,53.965764,12,Severe,2,1,02/08/2008,7,47:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013344
2.00812E+12,464350.0,450010.0,-1.021141,53.942208,12,Severe,2,2,02/08/2008,7,53:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013378
2.00812E+12,460880.0,450390.0,-1.073922,53.946042,12,Severe,2,1,04/08/2008,2,50:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013362
2.00812E+12,457560.0,451260.0,-1.124335,53.95424,12,Severe,2,1,05/08/2008,3,30:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013441
2.00812E+12,460020.0,453880.0,-1.086337,53.977506,12,Severe,2,1,03/08/2008,1,30:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013347
2.00812E+12,459620.0,451320.0,-1.092935,53.954546,12,Severe,2,1,06/08/2008,4,50:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.00812E+12,461630.0,448050.0,-1.062967,53.924924,12,Severe,1,1,08/08/2008,6,00:00.0,189,E06000014,3,19,6,60,5,4,3,64,0,0,1,1,1,0,0,2,1,E01013365
2.00812E+12,456280.0,445780.0,-1.144845,53.905132,12,Severe,1,1,09/08/2008,7,15:00.0,189,E06000014,6,0,6,30,0,0,-1,0,0,0,4,1,1,0,0,2,1,E01013425
2.00812E+12,462600.0,454370.0,-1.046904,53.981604,12,Severe,2,1,11/08/2008,2,10:00.0,189,E06000014,6,0,3,70,0,0,-1,0,0,0,1,1,1,0,0,2,2,E01013409
2.00812E+12,459370.0,455360.0,-1.095959,53.990881,12,Severe,2,1,14/08/2008,5,30:00.0,189,E06000014,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01013431
2.00812E+12,461320.0,448150.0,-1.067668,53.92586,12,Severe,2,1,14/08/2008,5,00:00.0,189,E06000014,3,64,7,40,1,4,3,19,0,0,1,2,2,0,0,2,1,E01013365
2.00812E+12,458760.0,450110.0,-1.106271,53.94377,12,Severe,2,1,15/08/2008,6,45:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013358
2.00812E+12,459820.0,458470.0,-1.088485,54.018778,12,Medium,2,1,16/08/2008,7,51:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013377
2.00812E+12,459360.0,451220.0,-1.096916,53.953677,12,Medium,2,1,16/08/2008,7,54:00.0,189,E06000014,3,59,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013417
2.00812E+12,457750.0,450890.0,-1.121509,53.950893,12,Medium,2,2,19/08/2008,3,03:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013445
2.00812E+12,460930.0,452180.0,-1.072803,53.962122,12,Severe,2,1,19/08/2008,3,45:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01013383
2.00812E+12,460310.0,453850.0,-1.081922,53.977202,12,Severe,2,1,20/08/2008,4,35:00.0,189,E06000014,4,1363,6,30,0,0,-1,0,0,4,1,1,2,0,0,2,2,E01013348
2.00812E+12,455000.0,453550.0,-1.162929,53.975098,12,Severe,2,1,23/08/2008,7,43:00.0,189,E06000014,3,59,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013426
2.00812E+12,459670.0,452640.0,-1.091915,53.966403,12,Severe,3,2,23/08/2008,7,45:00.0,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,1,1,0,0,1,1,E01013344
2.00812E+12,457610.0,451900.0,-1.123452,53.959986,12,Medium,1,1,23/08/2008,7,30:00.0,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,1,1,0,0,1,1,E01013392
2.00812E+12,459470.0,445980.0,-1.096258,53.906573,12,Severe,1,2,25/08/2008,2,20:00.0,189,E06000014,6,0,6,60,0,0,-1,0,0,0,1,1,1,0,0,2,1,E01013342
2.00812E+12,458780.0,454900.0,-1.105045,53.986814,12,Severe,2,1,19/10/2008,1,50:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013429
2.00812E+12,463070.0,460170.0,-1.038537,54.033669,12,Severe,2,2,26/08/2008,3,20:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013440
2.00812E+12,461090.0,451390.0,-1.070523,53.955004,12,Severe,3,2,09/01/2008,4,54:00.0,189,E06000014,3,1036,6,30,7,2,3,1079,0,5,4,1,2,0,0,1,1,E01013367
2.00812E+12,460050.0,453510.0,-1.085952,53.974177,12,Severe,2,1,28/08/2008,5,31:00.0,189,E06000014,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01013345
2.00812E+12,460430.0,448310.0,-1.081188,53.927402,12,Severe,2,1,29/08/2008,6,30:00.0,189,E06000014,3,64,3,70,0,0,-1,0,0,0,6,1,1,0,0,2,1,E01013365
2.00812E+12,457450.0,447790.0,-1.126662,53.923067,12,Medium,1,1,29/08/2008,6,48:00.0,189,E06000014,3,64,3,70,0,0,-1,0,0,0,6,1,1,0,0,2,1,E01013425
2.00812E+12,464370.0,453550.0,-1.02009,53.974018,12,Minor,1,1,31/08/2008,1,59:00.0,189,E06000014,3,64,3,70,0,0,-1,0,0,0,1,1,1,0,0,2,1,E01013419
2.00812E+12,457680.0,450220.0,-1.122702,53.94488,12,Severe,2,1,02/09/2008,3,30:00.0,189,E06000014,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01013443
2.00812E+12,458700.0,451400.0,-1.106938,53.95537,12,Severe,2,2,03/09/2008,4,00:00.0,189,E06000014,3,59,6,30,7,2,4,1224,0,5,1,1,1,0,0,1,1,E01013391
2.00812E+12,459480.0,452840.0,-1.094772,53.968222,12,Severe,2,1,04/09/2008,5,50:00.0,189,E06000014,6,0,6,30,3,4,3,19,0,0,1,1,1,0,0,1,1,E01013346
2.00812E+12,463260.0,453940.0,-1.03693,53.977659,12,Severe,3,1,06/09/2008,7,00:00.0,189,E06000014,6,0,6,60,0,0,-1,0,0,0,1,1,2,0,0,2,1,E01013388
2.00812E+12,464950.0,451210.0,-1.011747,53.952917,12,Minor,2,2,06/09/2008,7,03:00.0,189,E06000014,3,64,3,60,9,4,3,1079,0,0,6,2,2,0,0,2,1,E01013351
2.00812E+12,458180.0,448430.0,-1.115426,53.928738,12,Severe,2,1,08/09/2008,2,20:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013355
2.00812E+12,458140.0,452130.0,-1.115332,53.961993,12,Severe,2,1,09/09/2008,3,15:00.0,189,E06000014,3,59,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01013394
2.00812E+12,460580.0,453120.0,-1.07795,53.970611,12,Severe,3,1,09/09/2008,3,00:00.0,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,2,2,0,0,1,1,E01013343
2.00812E+12,460350.0,451650.0,-1.081747,53.957427,12,Severe,1,1,11/09/2008,5,22:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013367
2.00812E+12,467450.0,453670.0,-0.973114,53.974704,12,Severe,2,1,13/09/2008,7,35:00.0,189,E06000014,3,166,6,60,0,0,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.00812E+12,462290.0,451800.0,-1.052155,53.958545,12,Severe,1,1,13/09/2008,7,20:00.0,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,1,1,0,0,1,1,E01013399
2.00812E+12,460870.0,449750.0,-1.074201,53.940291,12,Severe,1,1,14/09/2008,1,04:00.0,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013362
2.00812E+12,467110.0,458530.0,-0.977227,54.018422,12,Severe,2,1,10/01/2008,5,00:00.0,189,E06000014,3,64,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013437
2.00812E+12,459350.0,451220.0,-1.097068,53.953678,12,Severe,2,1,10/01/2008,5,15:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013417
2.00812E+12,461840.0,451230.0,-1.059127,53.953477,12,Medium,3,1,10/01/2008,5,21:00.0,189,E06000014,6,0,2,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01013403
2.00812E+12,458500.0,450980.0,-1.110065,53.951618,12,Severe,2,1,15/09/2008,2,35:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013397
2.00812E+12,459610.0,451310.0,-1.093089,53.954457,12,Medium,1,1,16/09/2008,3,30:00.0,189,E06000014,3,1036,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01013416
2.00812E+12,460260.0,452620.0,-1.082927,53.966155,12,Severe,2,1,17/09/2008,4,55:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013366
2.00812E+12,457720.0,452280.0,-1.121704,53.963388,12,Severe,2,1,17/09/2008,4,30:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013338
2.00812E+12,464120.0,455480.0,-1.023496,53.991393,12,Severe,2,2,16/09/2008,3,30:00.0,189,E06000014,3,64,1,70,1,4,3,1237,0,0,1,1,1,0,0,2,2,E01013437
2.00812E+12,460470.0,451790.0,-1.07989,53.958671,12,Severe,1,1,19/09/2008,6,35:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013367
2.00812E+12,460090.0,451730.0,-1.085693,53.958176,12,Severe,2,1,20/09/2008,7,10:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.00812E+12,461020.0,451820.0,-1.071503,53.958876,12,Severe,2,1,15/09/2008,2,00:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013367
2.00812E+12,462840.0,459310.0,-1.042226,54.025968,12,Severe,3,2,24/09/2008,4,50:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01013440
2.00812E+12,456540.0,448910.0,-1.140311,53.933233,12,Severe,3,2,25/09/2008,5,00:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013421
2.00812E+12,464110.0,455450.0,-1.023655,53.991124,12,Medium,2,1,26/09/2008,6,21:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013437
2.00812E+12,460880.0,450130.0,-1.073973,53.943705,12,Severe,2,1,27/09/2008,7,27:00.0,189,E06000014,3,19,6,30,8,4,6,0,0,4,1,1,1,0,0,1,1,E01013362
2.00812E+12,461270.0,451340.0,-1.06779,53.954533,12,Medium,2,1,27/09/2008,7,28:00.0,189,E06000014,3,1079,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01013363
2.00812E+12,457740.0,455030.0,-1.120879,53.9881,12,Severe,3,1,29/09/2008,2,15:00.0,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013432
2.00812E+12,460060.0,450110.0,-1.086468,53.943621,12,Severe,2,1,29/09/2008,2,00:00.0,189,E06000014,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,E01013412
2.00812E+12,457510.0,450470.0,-1.125245,53.947145,12,Severe,2,1,01/10/2008,4,43:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013447
2.00812E+12,457670.0,454800.0,-1.12199,53.986041,12,Severe,2,1,02/10/2008,5,06:00.0,189,E06000014,3,19,6,60,3,4,6,0,0,0,4,1,1,0,0,2,1,E01013432
