Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.00712E+12,461310.0,452490.0,-1.06695,53.964863,12,Severe,2,1,12/12/2007,4,40:00.0,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01013383
2.00712E+12,464500.0,456240.0,-1.01754,53.998175,12,Severe,3,2,14/12/2007,6,00:00.0,189,E06000014,3,64,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01013409
2.00712E+12,456950.0,450540.0,-1.133763,53.947836,12,Severe,1,1,15/12/2007,7,25:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013446
2.00712E+12,461050.0,453970.0,-1.070616,53.978194,12,Severe,2,1,17/12/2007,2,53:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013406
2.00712E+12,460220.0,451160.0,-1.083824,53.953039,12,Severe,3,1,17/12/2007,2,00:00.0,189,E06000014,6,0,6,30,9,4,6,0,0,4,4,1,1,0,0,1,2,E01013418
2.00712E+12,460970.0,451120.0,-1.072405,53.952591,12,Severe,2,1,18/12/2007,3,48:00.0,189,E06000014,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013364
2.00712E+12,461110.0,454070.0,-1.069682,53.979086,12,Severe,3,2,18/12/2007,3,10:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013406
2.00712E+12,461320.0,448150.0,-1.067668,53.92586,12,Severe,2,1,19/12/2007,4,30:00.0,189,E06000014,3,64,1,40,1,4,3,19,0,0,1,1,2,0,0,2,1,E01013365
2.00712E+12,460300.0,453450.0,-1.082153,53.973609,12,Severe,1,1,19/12/2007,4,45:00.0,189,E06000014,6,0,6,30,7,2,6,0,0,5,4,1,1,0,0,1,1,E01013350
2.00712E+12,462810.0,455190.0,-1.043533,53.988947,12,Severe,3,1,20/12/2007,5,26:00.0,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01013409
2.00712E+12,462580.0,454860.0,-1.047108,53.98601,12,Severe,2,1,24/12/2007,2,15:00.0,189,E06000014,6,0,1,40,1,4,6,0,0,0,1,1,2,0,0,1,1,E01013409
2.00712E+12,464080.0,451350.0,-1.024973,53.954283,12,Medium,2,2,16/12/2007,1,36:00.0,189,E06000014,3,1079,3,40,3,2,6,0,0,4,1,1,1,0,0,2,1,E01013378
2.00712E+12,456820.0,451000.0,-1.135658,53.951985,12,Severe,2,1,27/12/2007,5,08:00.0,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013442
2.00712E+12,461800.0,452650.0,-1.059449,53.966243,12,Severe,1,1,28/12/2007,6,00:00.0,189,E06000014,6,0,6,30,7,2,6,0,0,5,4,2,2,0,0,1,1,E01013380
2.00712E+12,457430.0,451390.0,-1.126291,53.955422,12,Severe,2,1,31/12/2007,2,33:00.0,189,E06000014,4,1224,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013441
2.00712E+12,465640.0,451220.0,-1.001232,53.95292,12,Severe,2,2,31/12/2007,2,30:00.0,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013351
2.01112E+12,464180.0,455290.0,-1.022621,53.989678,12,Severe,1,1,02/01/2011,1,16:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01013437
2.01112E+12,461870.0,454880.0,-1.057931,53.986275,12,Severe,2,1,03/01/2011,2,20:00.0,189,E06000014,5,415,6,40,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013409
2.01112E+12,461310.0,452500.0,-1.066948,53.964953,12,Severe,2,1,08/01/2011,7,00:00.0,189,E06000014,5,408,1,30,1,4,6,0,0,0,4,2,2,0,0,1,2,E01013383
2.01112E+12,461840.0,452470.0,-1.058876,53.96462,12,Severe,2,1,13/01/2011,5,40:00.0,189,E06000014,5,409,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01013380
2.01112E+12,459000.0,450270.0,-1.102584,53.945181,12,Severe,2,1,14/01/2011,6,45:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013358
2.01112E+12,460720.0,452130.0,-1.076013,53.961697,12,Severe,2,1,16/01/2011,1,05:00.0,189,E06000014,3,1036,2,30,9,4,3,1036,0,0,4,1,1,0,0,1,2,E01013369
2.01112E+12,467230.0,452360.0,-0.976756,53.96296,12,Severe,1,1,17/01/2011,2,45:00.0,189,E06000014,5,298,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01013351
2.01112E+12,459790.0,451830.0,-1.090245,53.95911,12,Severe,1,1,18/01/2011,3,35:00.0,189,E06000014,3,1036,2,30,6,2,3,1036,0,4,1,1,1,0,0,1,1,E01013415
2.01112E+12,460450.0,452370.0,-1.08008,53.963886,12,Severe,2,1,18/01/2011,3,35:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013366
2.01112E+12,460860.0,453490.0,-1.073609,53.973903,12,Severe,3,1,18/01/2011,3,00:00.0,189,E06000014,5,90,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,E01013348
2.01112E+12,461780.0,454630.0,-1.059354,53.984039,12,Severe,2,1,17/01/2011,2,45:00.0,189,E06000014,5,414,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013406
2.01112E+12,458710.0,454000.0,-1.106285,53.978734,12,Medium,1,1,19/01/2011,4,00:00.0,189,E06000014,6,3210,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013434
2.01112E+12,463040.0,459850.0,-1.039061,54.030797,12,Severe,1,1,19/01/2011,4,25:00.0,189,E06000014,6,1510,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01013440
2.01112E+12,460980.0,458200.0,-1.070837,54.016216,12,Severe,2,1,20/01/2011,5,55:00.0,189,E06000014,5,92,9,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013373
2.01112E+12,456320.0,449030.0,-1.143639,53.934335,12,Severe,1,1,17/01/2011,2,35:00.0,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,2,E01013354
2.01112E+12,456290.0,453290.0,-1.143312,53.972622,12,Severe,2,1,24/01/2011,2,00:00.0,189,E06000014,3,1237,1,60,1,4,3,59,0,0,1,1,1,0,0,2,1,E01013422
2.01112E+12,459290.0,453830.0,-1.097476,53.977141,12,Severe,1,1,28/01/2011,6,31:00.0,189,E06000014,5,419,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013428
2.01112E+12,460200.0,451640.0,-1.084034,53.957355,12,Severe,1,1,29/01/2011,7,35:00.0,189,E06000014,4,1227,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.01112E+12,464490.0,454990.0,-1.017957,53.986943,12,Severe,1,1,01/02/2011,3,30:00.0,189,E06000014,5,95,6,60,3,4,6,0,0,0,6,1,1,0,0,2,1,E01013437
2.01112E+12,458690.0,452420.0,-1.106894,53.964537,12,Severe,2,1,31/01/2011,2,10:00.0,189,E06000014,5,405,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013390
2.01112E+12,457620.0,451440.0,-1.123386,53.95585,12,Severe,1,1,02/02/2011,4,42:00.0,189,E06000014,4,1224,6,30,3,2,6,0,0,1,1,1,1,0,0,1,1,E01013441
2.01112E+12,464940.0,451090.0,-1.011924,53.95184,12,Medium,1,1,03/02/2011,5,00:00.0,189,E06000014,3,64,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.01112E+12,459780.0,451830.0,-1.090397,53.959111,12,Severe,2,1,23/01/2011,1,30:00.0,189,E06000014,3,1036,2,30,7,2,6,0,0,4,4,1,1,0,0,1,2,E01013415
2.01112E+12,459810.0,452510.0,-1.089807,53.965218,12,Severe,2,2,07/02/2011,2,50:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013344
2.01112E+12,465650.0,458230.0,-0.999571,54.015914,12,Severe,1,2,11/02/2011,6,09:00.0,189,E06000014,5,92,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013437
2.01112E+12,457240.0,451230.0,-1.129216,53.954005,12,Severe,1,1,17/02/2011,5,16:00.0,189,E06000014,5,285,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01013445
2.01112E+12,460930.0,454940.0,-1.072252,53.986925,12,Severe,2,1,15/02/2011,3,05:00.0,189,E06000014,5,94,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013410
2.01112E+12,462170.0,453180.0,-1.053702,53.970961,12,Severe,3,1,19/02/2011,7,07:00.0,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01013379
2.01112E+12,460860.0,450690.0,-1.074166,53.94874,12,Severe,2,1,21/02/2011,2,30:00.0,189,E06000014,3,19,6,30,9,4,6,0,0,0,1,2,2,0,0,1,2,E01013364
2.01112E+12,460120.0,451630.0,-1.085255,53.957274,12,Severe,2,1,22/02/2011,3,30:00.0,189,E06000014,4,1227,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01013415
2.01112E+12,462830.0,459290.0,-1.042383,54.02579,12,Medium,2,1,24/02/2011,5,05:00.0,189,E06000014,6,0,6,30,8,4,-1,-1,0,0,1,1,2,0,0,2,1,E01013440
2.01112E+12,460600.0,451310.0,-1.078005,53.954342,12,Severe,2,1,23/02/2011,4,36:00.0,189,E06000014,3,1036,2,30,9,-1,-1,-1,0,0,1,1,1,0,0,1,2,E01013364
2.01112E+12,459300.0,450910.0,-1.09789,53.950898,12,Severe,2,1,25/02/2011,6,50:00.0,189,E06000014,3,1036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013417
2.01112E+12,461800.0,455720.0,-1.058828,53.993832,12,Severe,2,1,23/02/2011,4,30:00.0,189,E06000014,5,414,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01013409
2.01112E+12,460050.0,452290.0,-1.086192,53.963213,12,Severe,2,1,25/02/2011,6,20:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,5,4,2,2,0,0,1,1,E01013366
2.01112E+12,456220.0,449470.0,-1.145081,53.9383,12,Severe,2,1,27/02/2011,1,20:00.0,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,1,1,0,0,2,1,E01013421
2.01112E+12,459720.0,451430.0,-1.09139,53.955523,12,Severe,1,1,28/02/2011,2,20:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013415
2.01112E+12,460870.0,450690.0,-1.074014,53.948739,12,Severe,2,1,23/02/2011,4,45:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01013364
2.01112E+12,457560.0,451240.0,-1.124338,53.95406,12,Severe,2,1,28/02/2011,2,00:00.0,189,E06000014,6,0,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013441
2.01112E+12,460270.0,451660.0,-1.082964,53.957526,12,Severe,1,1,01/03/2011,3,00:00.0,189,E06000014,4,1227,6,30,9,2,-1,-1,0,5,4,1,1,0,0,1,2,E01013366
2.01112E+12,460090.0,452130.0,-1.085614,53.961771,12,Severe,2,2,02/03/2011,4,25:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01013366
2.01112E+12,455760.0,447330.0,-1.152477,53.919118,12,Severe,2,1,04/03/2011,6,30:00.0,189,E06000014,3,1237,6,60,3,4,6,0,0,0,1,1,1,0,0,2,2,E01013424
2.01112E+12,461050.0,449150.0,-1.071579,53.934878,12,Severe,2,1,07/03/2011,2,40:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013365
2.01112E+12,462620.0,458620.0,-1.045726,54.019794,12,Severe,2,1,08/03/2011,3,28:00.0,189,E06000014,5,90,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013436
2.01112E+12,457030.0,451110.0,-1.132438,53.95295,12,Severe,2,1,07/03/2011,2,20:00.0,189,E06000014,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01013445
2.01112E+12,455860.0,451620.0,-1.150172,53.957661,12,Severe,3,1,10/03/2011,5,12:00.0,189,E06000014,3,1237,6,60,1,4,6,0,0,0,1,1,1,0,0,2,1,E01013421
2.01112E+12,460700.0,451190.0,-1.076505,53.953252,12,Severe,1,1,11/03/2011,6,55:00.0,189,E06000014,3,19,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013364
2.01112E+12,458070.0,452210.0,-1.116383,53.96272,12,Severe,2,1,14/03/2011,2,31:00.0,189,E06000014,3,59,3,30,7,2,6,0,0,5,1,1,2,0,0,1,1,E01013394
2.01112E+12,456530.0,453700.0,-1.139577,53.976281,12,Severe,2,1,14/03/2011,2,35:00.0,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013422
2.01112E+12,456930.0,452980.0,-1.133613,53.969767,12,Severe,2,1,15/03/2011,3,40:00.0,189,E06000014,3,59,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01013339
2.01112E+12,459310.0,451960.0,-1.097534,53.960333,12,Severe,1,1,15/03/2011,3,40:00.0,189,E06000014,5,405,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013391
2.01112E+12,460870.0,455170.0,-1.073121,53.988999,12,Severe,1,1,16/03/2011,4,53:00.0,189,E06000014,5,94,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013404
2.01112E+12,458250.0,448700.0,-1.114309,53.931156,12,Severe,3,1,17/03/2011,5,47:00.0,189,E06000014,3,1036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013355
2.01112E+12,467430.0,449010.0,-0.974447,53.93283,12,Severe,1,1,19/03/2011,7,00:00.0,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013351
2.01112E+12,460660.0,451270.0,-1.077098,53.953976,12,Severe,1,1,19/03/2011,7,30:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013364
2.01112E+12,458460.0,448060.0,-1.111233,53.925381,12,Severe,3,1,20/03/2011,1,35:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013340
2.01112E+12,462820.0,459260.0,-1.042542,54.025521,12,Severe,2,1,20/03/2011,1,58:00.0,189,E06000014,5,90,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013440
2.01112E+12,457060.0,455700.0,-1.131123,53.994196,12,Severe,3,1,23/03/2011,4,55:00.0,189,E06000014,3,19,6,40,9,4,-1,-1,0,0,1,1,1,0,0,2,1,E01013430
2.01112E+12,458060.0,452230.0,-1.116532,53.962901,12,Severe,1,1,23/03/2011,4,20:00.0,189,E06000014,3,59,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,E01013394
2.01112E+12,460950.0,449390.0,-1.073054,53.937047,12,Severe,2,1,23/03/2011,4,10:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013365
2.01112E+12,459100.0,448320.0,-1.101438,53.927645,12,Medium,1,1,27/03/2011,1,06:00.0,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013340
2.01112E+12,461010.0,451300.0,-1.07176,53.954204,12,Severe,3,1,28/03/2011,2,08:00.0,189,E06000014,3,19,6,30,3,2,3,1036,0,0,1,1,1,0,0,1,1,E01013363
2.01112E+12,461190.0,449490.0,-1.069379,53.937917,12,Severe,2,1,29/03/2011,3,42:00.0,189,E06000014,5,293,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013360
2.01112E+12,460170.0,451640.0,-1.084492,53.957358,12,Severe,1,2,29/03/2011,3,00:00.0,189,E06000014,4,1227,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.01112E+12,455740.0,454920.0,-1.151398,53.98733,12,Severe,2,1,29/03/2011,3,30:00.0,189,E06000014,6,2210,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013426
2.01112E+12,461550.0,452800.0,-1.063229,53.967621,12,Severe,2,1,30/03/2011,4,05:00.0,189,E06000014,3,1036,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013380
2.01112E+12,459880.0,452440.0,-1.088754,53.964581,12,Severe,2,1,30/03/2011,4,07:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013366
2.01112E+12,460210.0,452420.0,-1.083728,53.964363,12,Severe,2,1,02/04/2011,7,09:00.0,189,E06000014,3,1036,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013366
2.01112E+12,459690.0,451710.0,-1.091792,53.958043,12,Severe,2,1,02/04/2011,7,30:00.0,189,E06000014,3,1036,6,30,7,4,6,0,0,4,1,1,1,0,0,1,1,E01013415
2.01112E+12,458060.0,452220.0,-1.116534,53.962811,12,Severe,2,1,02/04/2011,7,20:00.0,189,E06000014,3,59,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013394
2.01112E+12,458160.0,452290.0,-1.114996,53.963429,12,Severe,2,1,04/04/2011,2,45:00.0,189,E06000014,3,1176,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01013393
2.01112E+12,457450.0,447900.0,-1.126642,53.924056,12,Severe,2,2,04/04/2011,2,40:00.0,189,E06000014,3,1036,7,40,3,2,6,0,0,5,1,1,1,0,0,2,1,E01013421
2.01112E+12,461570.0,453910.0,-1.062701,53.977593,12,Severe,2,2,05/04/2011,3,00:00.0,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013385
2.01112E+12,459340.0,451230.0,-1.097219,53.953769,12,Medium,2,1,06/04/2011,4,10:00.0,189,E06000014,6,2910,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,E01013417
2.01112E+12,458510.0,445860.0,-1.110892,53.905604,12,Severe,2,2,07/04/2011,5,20:00.0,189,E06000014,5,289,6,60,6,4,6,0,0,0,1,1,1,0,0,2,1,E01013342
2.01112E+12,459140.0,450640.0,-1.10038,53.94849,12,Severe,1,1,08/04/2011,6,30:00.0,189,E06000014,3,1036,6,30,6,2,3,1036,0,5,1,1,1,0,0,1,1,E01013358
2.01112E+12,466930.0,452510.0,-0.981295,53.964347,12,Medium,2,1,09/04/2011,7,26:00.0,189,E06000014,5,297,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013352
2.01112E+12,466960.0,451500.0,-0.981059,53.955267,12,Severe,2,1,11/04/2011,2,45:00.0,189,E06000014,3,1079,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013351
2.01112E+12,458540.0,452510.0,-1.109163,53.965363,12,Severe,2,1,12/04/2011,3,15:00.0,189,E06000014,3,1176,6,30,9,2,6,0,0,4,1,1,1,0,0,2,2,E01013392
2.01112E+12,459130.0,447800.0,-1.101081,53.922968,12,Severe,2,2,16/04/2011,7,36:00.0,189,E06000014,5,296,6,20,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013340
2.01112E+12,460930.0,452720.0,-1.072695,53.966975,12,Severe,2,1,15/04/2011,6,15:00.0,189,E06000014,5,90,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013368
2.01112E+12,457680.0,450230.0,-1.1227,53.94497,12,Severe,2,1,16/04/2011,7,50:00.0,189,E06000014,5,413,1,30,1,4,6,0,0,4,1,1,1,0,0,1,2,E01013443
2.01112E+12,455870.0,447430.0,-1.150785,53.920004,12,Severe,2,1,18/04/2011,2,30:00.0,189,E06000014,3,64,7,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013424
2.01112E+12,455770.0,447470.0,-1.1523,53.920375,12,Severe,2,1,20/04/2011,4,05:00.0,189,E06000014,3,1237,1,30,1,4,3,64,0,0,1,1,1,0,0,2,1,E01013421
2.01112E+12,456800.0,454100.0,-1.135387,53.979846,12,Severe,2,1,19/04/2011,3,30:00.0,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01013422
2.01112E+12,457410.0,451390.0,-1.126596,53.955424,12,Severe,2,1,20/04/2011,4,35:00.0,189,E06000014,4,1224,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01013336
2.01112E+12,465110.0,451630.0,-1.009219,53.956671,12,Severe,3,2,20/04/2011,4,25:00.0,189,E06000014,3,1079,7,40,6,2,4,1228,0,0,1,1,1,0,0,2,1,E01013351
2.01112E+12,464370.0,458460.0,-1.019054,54.018142,12,Severe,2,1,21/04/2011,5,30:00.0,189,E06000014,5,92,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013436
2.01112E+12,456800.0,451340.0,-1.1359,53.955042,12,Severe,2,1,21/04/2011,5,30:00.0,189,E06000014,5,413,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01013442
2.01112E+12,459570.0,456610.0,-1.092664,54.002091,12,Severe,2,2,27/04/2011,4,50:00.0,189,E06000014,4,1363,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,E01013377
2.01112E+12,461380.0,448160.0,-1.066752,53.925942,12,Medium,2,1,29/04/2011,6,00:00.0,189,E06000014,3,19,1,40,1,4,3,64,0,0,1,1,1,0,0,2,1,E01013365
2.01112E+12,460050.0,452020.0,-1.086245,53.960787,12,Severe,1,1,30/04/2011,7,08:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01013366
2.01112E+12,459190.0,451220.0,-1.099506,53.953696,12,Severe,2,1,01/05/2011,1,20:00.0,189,E06000014,3,59,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013397
2.01112E+12,461750.0,449810.0,-1.060785,53.940726,12,Severe,2,1,04/05/2011,4,42:00.0,189,E06000014,5,293,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013360
2.01112E+12,461110.0,453790.0,-1.069738,53.976569,12,Severe,2,1,03/05/2011,3,00:00.0,189,E06000014,6,3610,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013386
2.01112E+12,456860.0,454160.0,-1.134461,53.980379,12,Severe,2,1,04/05/2011,4,00:00.0,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013422
2.01112E+12,461850.0,452470.0,-1.058724,53.964619,12,Severe,2,2,07/05/2011,7,25:00.0,189,E06000014,5,408,1,30,2,4,6,0,0,0,1,1,1,0,0,1,2,E01013380
2.01112E+12,461000.0,449460.0,-1.072279,53.93767,12,Severe,2,1,09/05/2011,2,45:00.0,189,E06000014,5,293,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013365
2.01112E+12,461280.0,451350.0,-1.067636,53.954622,12,Severe,1,1,12/05/2011,5,10:00.0,189,E06000014,3,1079,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.01112E+12,456290.0,453260.0,-1.143317,53.972353,12,Severe,2,1,12/05/2011,5,50:00.0,189,E06000014,3,59,1,40,1,4,3,1237,0,0,1,1,1,0,0,2,1,E01013422
2.01112E+12,461510.0,452560.0,-1.063887,53.965468,12,Severe,3,2,13/05/2011,6,20:00.0,189,E06000014,5,408,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01013383
2.01112E+12,461960.0,456930.0,-1.056142,54.004686,12,Severe,1,1,15/05/2011,1,00:00.0,189,E06000014,3,1237,1,40,1,4,3,1237,0,0,1,1,1,0,0,2,1,E01013408
2.01112E+12,462290.0,450110.0,-1.052499,53.943358,12,Severe,2,2,19/05/2011,5,00:00.0,189,E06000014,5,293,6,30,0,-1,-1,0,0,1,1,1,1,0,0,2,1,E01013378
2.01112E+12,459290.0,453060.0,-1.097625,53.970221,12,Severe,2,1,19/05/2011,5,20:00.0,189,E06000014,3,19,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01013346
2.01112E+12,460340.0,452930.0,-1.081646,53.968931,12,Severe,1,1,21/05/2011,7,00:00.0,189,E06000014,4,1363,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01013343
2.01112E+12,460040.0,452300.0,-1.086343,53.963304,12,Severe,2,1,25/05/2011,4,30:00.0,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013366
2.01112E+12,460950.0,455890.0,-1.071757,53.99546,12,Medium,1,1,25/05/2011,4,45:00.0,189,E06000014,5,94,1,20,1,4,6,0,0,0,1,1,1,0,0,2,1,E01013407
2.01112E+12,462270.0,450720.0,-1.052679,53.948842,12,Severe,1,1,25/05/2011,4,50:00.0,189,E06000014,5,409,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013378
2.01112E+12,460060.0,453500.0,-1.085802,53.974086,12,Severe,2,1,23/05/2011,2,00:00.0,189,E06000014,6,3111,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013345
2.01112E+12,456970.0,453940.0,-1.132825,53.978389,12,Medium,2,1,26/05/2011,5,42:00.0,189,E06000014,6,2110,1,40,1,4,6,0,0,0,1,1,2,0,0,2,1,E01013422
2.01112E+12,459180.0,447600.0,-1.100359,53.921165,12,Severe,2,1,27/05/2011,6,50:00.0,189,E06000014,5,296,6,30,7,4,6,0,0,0,1,1,1,0,0,2,1,E01013340
2.01112E+12,465590.0,451710.0,-1.001888,53.957329,12,Severe,2,1,29/05/2011,1,10:00.0,189,E06000014,3,1079,6,60,3,2,6,0,0,0,1,1,2,0,0,2,1,E01013351
2.01112E+12,460840.0,452480.0,-1.074115,53.964829,12,Severe,2,1,28/05/2011,7,20:00.0,189,E06000014,3,1036,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01013369
2.01112E+12,461780.0,454630.0,-1.059354,53.984039,12,Severe,2,1,03/06/2011,6,38:00.0,189,E06000014,5,414,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013406
2.01112E+12,460120.0,452280.0,-1.085127,53.963115,12,Severe,2,1,05/06/2011,1,30:00.0,189,E06000014,3,1036,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01013366
2.01112E+12,463700.0,451260.0,-1.030781,53.953521,12,Severe,2,1,06/06/2011,2,32:00.0,189,E06000014,3,1079,6,40,1,4,3,1079,0,0,1,1,1,0,0,1,1,E01013378
2.01112E+12,461920.0,451780.0,-1.057797,53.95841,12,Severe,2,2,07/06/2011,3,16:00.0,189,E06000014,5,409,6,60,6,4,6,0,0,0,1,1,1,0,0,1,1,E01013399
2.01112E+12,466900.0,451490.0,-0.981975,53.955185,12,Severe,2,1,07/06/2011,3,27:00.0,189,E06000014,3,1079,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013351
2.01112E+12,456900.0,452690.0,-1.134125,53.967164,12,Severe,2,2,10/06/2011,6,09:00.0,189,E06000014,5,413,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013339
